Active Velocity,Angular diffusion coefficient,Average population per patch
0.00199054,0.000630957,1.0294444444444444
0.00199054,0.001,0.5119022222222223
0.00199054,0.00158489,0.20468933333333333
0.00199054,0.00251189,0.043299555555555556
0.00199054,0.00398107,0.043812
0.00199054,0.00630957,0.0014186666666666666
0.00199054,0.01,4.622222222222222e-05
0.00199054,0.0158489,0.002531111111111111
0.00199054,0.0251189,0.0
0.00199054,0.0398107,0.0
0.00199054,0.0630957,0.00022755555555555558
0.00199054,0.1,0.0
0.00199054,0.158489,0.0
0.00199054,0.251189,0.0
0.00199054,0.398107,0.0
0.00199054,0.630957,0.0
0.00199054,1,0.0
0.00792447,0.0001,0.0
0.00792447,0.000158489,0.0
0.00792447,0.000251189,0.0
0.00792447,0.000398107,0.0
0.00792447,0.000630957,0.9644444444444444
0.00792447,0.001,0.5813866666666667
0.00792447,0.00158489,0.16401866666666667
0.00792447,0.00251189,0.035901333333333334
0.00792447,0.00398107,0.02071022222222222
0.00792447,0.00630957,0.23053022222222225
0.00792447,0.01,0.2837733333333333
0.00792447,0.0158489,0.23840222222222224
0.00792447,0.0251189,0.2567111111111111
0.00792447,0.0398107,0.2585671111111111
0.00792447,0.0630957,0.2136768888888889
0.00792447,0.1,0.3183475555555556
0.00792447,0.158489,0.1684662222222222
0.00792447,0.251189,0.2571733333333333
0.00792447,0.398107,0.2817791111111111
0.00792447,0.630957,0.301572
0.00792447,1,0.24105155555555557
0.0315479,0.0001,0.0
0.0315479,0.000158489,0.0
0.0315479,0.000251189,0.0
0.0315479,0.000398107,0.0
0.0315479,0.000630957,1.04
0.0315479,0.001,0.6158533333333334
0.0315479,0.00158489,0.24181022222222223
0.0315479,0.00251189,0.08351022222222222
0.0315479,0.00398107,0.06313822222222222
0.0315479,0.00630957,0.6046222222222222
0.0315479,0.01,0.664591111111111
0.0315479,0.0158489,0.6906755555555555
0.0315479,0.0251189,0.68312
0.0315479,0.0398107,0.692031111111111
0.0315479,0.0630957,0.6876133333333333
0.0315479,0.1,0.6846488888888889
0.0315479,0.158489,0.6890844444444445
0.0315479,0.251189,0.6914222222222222
0.0315479,0.398107,0.6942666666666667
0.0315479,0.630957,0.6803066666666666
0.0315479,1,0.6844933333333333
0.125594,0.0001,0.0
0.125594,0.000158489,0.0
0.125594,0.000251189,0.0
0.125594,0.000398107,0.0
0.125594,0.000630957,1.048888888888889
0.125594,0.001,0.84752
0.125594,0.00158489,0.4676311111111111
0.125594,0.00251189,0.3142
0.125594,0.00398107,0.2529355555555555
0.125594,0.00630957,0.7989555555555555
0.125594,0.01,0.8630755555555556
0.125594,0.0158489,0.8775733333333333
0.125594,0.0251189,0.8846133333333334
0.125594,0.0398107,0.8823911111111111
0.125594,0.0630957,0.88604
0.125594,0.1,0.8892488888888889
0.125594,0.158489,0.8812222222222222
0.125594,0.251189,0.88892
0.125594,0.398107,0.8840533333333334
0.125594,0.630957,0.8880622222222222
0.125594,1,0.8809155555555555
0.5,0.0001,0.0
0.5,0.000158489,0.0
0.5,0.000251189,0.0
0.5,0.000398107,0.0
0.5,0.000630957,1.0711111111111111
0.5,0.001,1.0556622222222223
0.5,0.00158489,0.9061422222222223
0.5,0.00251189,0.7244666666666666
0.5,0.00398107,0.6020222222222222
0.5,0.00630957,0.9412888888888888
0.5,0.01,0.9964088888888889
0.5,0.0158489,1.0043822222222223
0.5,0.0251189,1.0123733333333333
0.5,0.0398107,1.0103111111111112
0.5,0.0630957,1.0116222222222222
0.5,0.1,1.010031111111111
0.5,0.158489,1.0137422222222223
0.5,0.251189,1.013368888888889
0.5,0.398107,1.0096
0.5,0.630957,1.0145422222222222
0.5,1,1.01296
1.99054,0.0001,0.0
1.99054,0.000158489,0.0
1.99054,0.000251189,0.0
1.99054,0.000398107,0.0
1.99054,0.000630957,1.0622222222222222
1.99054,0.001,1.12
1.99054,0.00158489,1.12
1.99054,0.00251189,1.0540133333333332
1.99054,0.00398107,0.9444044444444445
1.99054,0.00630957,1.045048888888889
1.99054,0.01,1.0764933333333333
1.99054,0.0158489,1.0877777777777777
1.99054,0.0251189,1.0847644444444444
1.99054,0.0398107,1.0876222222222223
1.99054,0.0630957,1.0882355555555556
1.99054,0.1,1.0876577777777778
1.99054,0.158489,1.08944
1.99054,0.251189,1.0875777777777778
1.99054,0.398107,1.0884088888888888
1.99054,0.630957,1.0897066666666666
1.99054,1,1.09016
7.92447,0.0001,0.0
7.92447,0.000158489,0.0
7.92447,0.000251189,0.0
7.92447,0.000398107,0.0
7.92447,0.000630957,1.0977777777777777
7.92447,0.001,1.12
7.92447,0.00158489,1.12
7.92447,0.00251189,1.1155555555555556
7.92447,0.00398107,1.1155555555555556
7.92447,0.00630957,1.1135555555555556
7.92447,0.01,1.1294
7.92447,0.0158489,1.136
7.92447,0.0251189,1.1391733333333334
7.92447,0.0398107,1.13724
7.92447,0.0630957,1.1328044444444445
7.92447,0.1,1.1317422222222222
7.92447,0.158489,1.1314844444444445
7.92447,0.251189,1.1345733333333332
7.92447,0.398107,1.133671111111111
7.92447,0.630957,1.1359244444444445
7.92447,1,1.1383466666666666
31.5479,0.0001,0.0
31.5479,0.000158489,0.0
31.5479,0.000251189,0.0
31.5479,0.000398107,0.0
31.5479,0.000630957,1.1111111111111112
31.5479,0.001,1.1111111111111112
31.5479,0.00158489,1.1111111111111112
31.5479,0.00251189,1.1111111111111112
31.5479,0.00398107,1.1111111111111112
31.5479,0.00630957,1.1111111111111112
31.5479,0.01,1.1111111111111112
31.5479,0.0158489,1.12
31.5479,0.0251189,1.1111111111111112
31.5479,0.0398107,1.1155555555555556
31.5479,0.0630957,1.1111111111111112
31.5479,0.1,1.1111111111111112
31.5479,0.158489,1.1111111111111112
31.5479,0.251189,1.1155555555555556
31.5479,0.398107,1.1111111111111112
31.5479,0.630957,1.1111111111111112
31.5479,1,1.1188266666666666
125.594,0.0001,0.0
125.594,0.000158489,0.0
125.594,0.000251189,0.0
125.594,0.000398107,0.0
125.594,0.000630957,0.0
125.594,0.001,1.0933333333333333
125.594,0.00158489,1.0933333333333333
125.594,0.00251189,1.0933333333333333
125.594,0.00398107,1.0933333333333333
125.594,0.00630957,1.0933333333333333
125.594,0.01,1.0933333333333333
125.594,0.0158489,1.0933333333333333
125.594,0.0251189,1.0933333333333333
125.594,0.0398107,1.0933333333333333
125.594,0.0630957,1.0933333333333333
125.594,0.1,1.0933333333333333
125.594,0.158489,1.0933333333333333
125.594,0.251189,1.0933333333333333
125.594,0.398107,1.0977777777777777
125.594,0.630957,1.0933333333333333
125.594,1,1.0933333333333333
500,0.0001,0.0
500,0.000158489,0.0
500,0.000251189,0.0
500,0.000398107,0.0
500,0.000630957,0.0
500,0.001,0.92
500,0.00158489,1.048888888888889
500,0.00251189,1.048888888888889
500,0.00398107,1.048888888888889
500,0.00630957,1.048888888888889
500,0.01,1.048888888888889
500,0.0158489,1.048888888888889
500,0.0251189,1.048888888888889
500,0.0398107,1.048888888888889
