Active Velocity,Angular diffusion coefficient,Average population per patch
5e-07,5e-08,2.13132
5e-07,1.11936e-07,2.184631111111111
5e-07,2.50594e-07,2.1375422222222222
5e-07,5.61009e-07,2.175377777777778
5e-07,1.25594e-06,2.1397955555555557
5e-07,2.81171e-06,2.2990533333333336
5e-07,6.29463e-06,2.15528
5e-07,1.40919e-05,1.0035466666666666
5e-07,3.15479e-05,0.04485688888888889
5e-07,7.06269e-05,0.0
5e-07,0.000158114,0.0
5e-07,0.000353973,0.0
5e-07,0.000792447,0.0
5e-07,0.00177407,0.0
5e-07,0.00397164,0.31284622222222225
5e-07,0.0088914,0.20444444444444446
5e-07,0.0199054,0.0044444444444444444
5e-07,0.0445625,0.0
5e-07,0.0997631,0.0
5e-07,0.223342,0.0
5e-07,0.5,0.0
1.99054e-06,5e-08,2.3206800000000003
1.99054e-06,1.11936e-07,2.230391111111111
1.99054e-06,2.50594e-07,2.5251644444444445
1.99054e-06,5.61009e-07,2.408431111111111
1.99054e-06,1.25594e-06,2.299111111111111
1.99054e-06,2.81171e-06,2.3846088888888892
1.99054e-06,6.29463e-06,2.3535066666666666
1.99054e-06,1.40919e-05,1.0043466666666667
1.99054e-06,3.15479e-05,0.07374533333333333
1.99054e-06,7.06269e-05,0.0
1.99054e-06,0.000158114,0.0
1.99054e-06,0.000353973,0.0
1.99054e-06,0.000792447,0.0
1.99054e-06,0.00177407,0.0
1.99054e-06,0.00397164,0.28021066666666666
1.99054e-06,0.0088914,0.27125822222222223
1.99054e-06,0.0199054,0.0044444444444444444
1.99054e-06,0.0445625,0.0
1.99054e-06,0.0997631,0.0
1.99054e-06,0.223342,0.0
1.99054e-06,0.5,0.0
7.92447e-06,5e-08,2.814906666666667
7.92447e-06,1.11936e-07,2.68584
7.92447e-06,2.50594e-07,2.653626666666667
7.92447e-06,5.61009e-07,2.699911111111111
7.92447e-06,1.25594e-06,2.6473066666666667
7.92447e-06,2.81171e-06,2.7045155555555556
7.92447e-06,6.29463e-06,2.744511111111111
7.92447e-06,1.40919e-05,1.088328888888889
7.92447e-06,3.15479e-05,0.2594826666666667
7.92447e-06,7.06269e-05,0.0
7.92447e-06,0.000158114,0.0
7.92447e-06,0.000353973,0.0
7.92447e-06,0.000792447,0.0
7.92447e-06,0.00177407,0.0
7.92447e-06,0.00397164,0.3261497777777778
7.92447e-06,0.0088914,0.27009244444444447
7.92447e-06,0.0199054,0.0044444444444444444
7.92447e-06,0.0445625,0.0
7.92447e-06,0.0997631,0.0
7.92447e-06,0.223342,0.0
7.92447e-06,0.5,0.0
3.15479e-05,5e-08,3.150831111111111
3.15479e-05,1.11936e-07,3.1414444444444447
3.15479e-05,2.50594e-07,3.3117599999999996
3.15479e-05,5.61009e-07,3.1420133333333333
3.15479e-05,1.25594e-06,3.1668
3.15479e-05,2.81171e-06,3.234062222222222
3.15479e-05,6.29463e-06,3.0689777777777776
3.15479e-05,1.40919e-05,1.8466177777777777
3.15479e-05,3.15479e-05,0.4609155555555556
3.15479e-05,7.06269e-05,0.005906666666666667
3.15479e-05,0.000158114,0.0
3.15479e-05,0.000353973,0.0
3.15479e-05,0.000792447,0.0
3.15479e-05,0.00177407,0.0
3.15479e-05,0.00397164,0.22797244444444442
3.15479e-05,0.0088914,0.15555555555555556
3.15479e-05,0.0199054,0.0044444444444444444
3.15479e-05,0.0445625,0.0
3.15479e-05,0.0997631,0.0
3.15479e-05,0.223342,0.0
3.15479e-05,0.5,0.0
0.000125594,5e-08,3.515133333333333
0.000125594,1.11936e-07,3.58316
0.000125594,2.50594e-07,3.5578177777777777
0.000125594,5.61009e-07,3.614924444444444
0.000125594,1.25594e-06,3.5683466666666668
0.000125594,2.81171e-06,3.60576
0.000125594,6.29463e-06,3.5130355555555557
0.000125594,1.40919e-05,2.175977777777778
0.000125594,3.15479e-05,1.5293644444444445
