time,initial population 0.0044444444444444444,initial population 0.28444444444444444,initial population 0.5688888888888889,initial population 0.8533333333333334,initial population 1.1377777777777778,initial population 1.4222222222222223,initial population 1.7066666666666668,initial population 1.991111111111111,initial population 2.2755555555555556,initial population 2.5644444444444443,initial population 2.848888888888889,initial population 3.1333333333333333,initial population 3.417777777777778,initial population 3.7022222222222223,initial population 3.986666666666667,initial population 4.271111111111111,initial population 4.555555555555555,initial population 4.844444444444444,initial population 5.128888888888889,initial population 5.413333333333333,initial population 5.697777777777778,initial population 5.982222222222222,initial population 6.266666666666667,initial population 6.551111111111111,initial population 6.835555555555556,initial population 7.124444444444444,initial population 7.408888888888889,initial population 7.693333333333333,initial population 7.977777777777778,initial population 8.262222222222222,initial population 8.546666666666667,initial population 8.831111111111111,initial population 9.115555555555556,initial population 9.404444444444444,initial population 9.688888888888888,initial population 9.973333333333333,initial population 10.257777777777777,initial population 10.542222222222222,initial population 10.826666666666666,initial population 11.11111111111111,initial population 11.395555555555555,initial population 11.684444444444445,initial population 11.96888888888889,initial population 12.253333333333334,initial population 12.537777777777778
0,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.555555555555555,4.844444444444444,5.128888888888889,5.413333333333333,5.697777777777778,5.982222222222222,6.266666666666667,6.551111111111111,6.835555555555556,7.124444444444444,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.831111111111111,9.115555555555556,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.542222222222222,10.826666666666666,11.11111111111111,11.395555555555555,11.684444444444445,11.96888888888889,12.253333333333334,12.537777777777778
1,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.84,5.12,5.3822222222222225,0.0,5.982222222222222,6.266666666666667,6.551111111111111,6.835555555555556,7.12,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.831111111111111,9.115555555555556,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.542222222222222,10.826666666666666,11.11111111111111,11.391111111111112,11.684444444444445,11.96888888888889,12.253333333333334,12.542222222222222
2,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.835555555555556,5.102222222222222,5.337777777777778,0.0,5.982222222222222,6.266666666666667,6.551111111111111,6.835555555555556,7.12,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.831111111111111,9.115555555555556,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.537777777777778,10.822222222222223,11.11111111111111,11.391111111111112,11.684444444444445,11.96888888888889,12.253333333333334,12.542222222222222
3,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.826666666666667,5.084444444444444,5.302222222222222,0.0,5.982222222222222,6.266666666666667,6.551111111111111,6.835555555555556,7.12,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.831111111111111,9.115555555555556,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.537777777777778,10.822222222222223,11.11111111111111,11.386666666666667,11.68,11.96888888888889,12.253333333333334,12.542222222222222
4,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.822222222222222,5.075555555555556,5.2444444444444445,0.0,5.9688888888888885,6.266666666666667,6.546666666666667,6.835555555555556,7.12,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.115555555555556,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.537777777777778,10.817777777777778,11.11111111111111,11.386666666666667,11.68,11.96888888888889,12.253333333333334,12.542222222222222
5,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.817777777777778,5.0488888888888885,5.1866666666666665,0.0,5.96,6.266666666666667,6.546666666666667,6.835555555555556,7.12,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.11111111111111,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.537777777777778,10.817777777777778,11.11111111111111,11.386666666666667,11.675555555555556,11.96888888888889,12.253333333333334,12.542222222222222
6,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.8133333333333335,5.0311111111111115,5.111111111111111,0.0,5.96,6.266666666666667,6.546666666666667,6.835555555555556,7.115555555555556,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.11111111111111,9.404444444444444,9.688888888888888,9.973333333333333,10.257777777777777,10.537777777777778,10.817777777777778,11.11111111111111,11.386666666666667,11.675555555555556,11.96888888888889,12.253333333333334,12.542222222222222
7,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.808888888888889,5.0088888888888885,5.044444444444444,0.0,5.96,6.266666666666667,6.546666666666667,6.835555555555556,7.115555555555556,7.408888888888889,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.11111111111111,9.404444444444444,9.684444444444445,9.973333333333333,10.257777777777777,10.537777777777778,10.813333333333333,11.11111111111111,11.386666666666667,11.675555555555556,11.96888888888889,12.253333333333334,12.542222222222222
8,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.551111111111111,4.804444444444444,4.995555555555556,4.9911111111111115,0.0,5.955555555555556,6.266666666666667,6.546666666666667,6.835555555555556,7.115555555555556,7.404444444444445,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.11111111111111,9.404444444444444,9.684444444444445,9.973333333333333,10.257777777777777,10.537777777777778,10.813333333333333,11.11111111111111,11.382222222222222,11.675555555555556,11.96888888888889,12.253333333333334,12.542222222222222
9,0.0044444444444444444,0.28444444444444444,0.5688888888888889,0.8533333333333334,1.1377777777777778,1.4222222222222223,1.7066666666666668,1.991111111111111,2.2755555555555556,2.5644444444444443,2.848888888888889,3.1333333333333333,3.417777777777778,3.7022222222222223,3.986666666666667,4.271111111111111,4.5377777777777775,4.8,4.982222222222222,4.946666666666666,0.0,5.946666666666666,6.266666666666667,6.546666666666667,6.835555555555556,7.115555555555556,7.404444444444445,7.693333333333333,7.977777777777778,8.262222222222222,8.546666666666667,8.826666666666666,9.11111111111111,9.404444444444444,9.68,9.973333333333333,10.257777777777777,10.537777777777778,10.813333333333333,11.106666666666667,11.382222222222222,11.675555555555556,11.964444444444444,12.253333333333334,12.542222222222222
