5e-07, 0.001, 1, 0.001, 0, 0, 0.00100004, 9.99967e-07, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.00158489, 0, 0, 0.00158499, 2.51214e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.00251189, 0, 0, 0.00251197, 6.30994e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.00398107, 0, 0, 0.00398111, 1.58493e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.00630957, 0, 0, 0.00630951, 3.9814e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.01, 0, 0, 0.0100003, 0.000100005, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.0158489, 0, 0, 0.015849, 0.0002512, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.0251189, 0, 0, 0.0251169, 0.000630891, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.0398107, 0, 0, 0.0398157, 0.00158499, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.0630957, 0, 0, 0.0631042, 0.00398111, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.1, 0, 0, 0.0999903, 0.0100003, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 0.158489, 0.105702, 0.01117, 0.157997, 0.0249644, 0, 0, 1, 1, 1, 1, 1, 1, 
5e-07, 0.001, 1, 0.251189, 0.16751, 0.0280625, 0.250413, 0.0627079, 0, 0, 1, 1, 1, 1, 1, 1, 
5e-07, 0.001, 1, 0.398107, 0.266447, 0.070986, 0.309632, 0.095882, 0.797244, 0.635404, 75, 5624.3, 0.10264, 0.0133952, 0.10235, 0.0133187, 
5e-07, 0.001, 1, 0.630957, 0.421798, 0.177927, 0.499926, 0.249923, 0.784591, 0.615622, 70.078, 4911.25, 0.105871, 0.0143157, 0.106332, 0.0143369, 
5e-07, 0.001, 1, 1, 0.666405, 0.444161, 0.800854, 0.641502, 0.776869, 0.603379, 67.1808, 4513.9, 0.1074, 0.014775, 0.107487, 0.0147763, 
5e-07, 0.001, 1, 1.58489, 0, 0, 1.58495, 2.51175, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 2.51189, 0, 0, 2.51175, 6.30885, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 3.98107, 0, 0, 3.98078, 15.8489, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 6.30957, 0, 0, 6.30935, 39.8123, 0, 0, 0, 0, 0, 0, 0, 0, 
5e-07, 0.001, 1, 10, 0, 0, 10, 100, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.001, 0, 0, 0.00100004, 9.99967e-07, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.00158489, 0, 0, 0.00158499, 2.51214e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.00251189, 0, 0, 0.00251197, 6.30994e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.00398107, 0, 0, 0.00398111, 1.58493e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.00630957, 0, 0, 0.00630951, 3.9814e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.01, 0, 0, 0.0100003, 0.000100005, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.0158489, 0, 0, 0.015849, 0.0002512, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.0251189, 0, 0, 0.0251169, 0.000630891, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.0398107, 0, 0, 0.0398157, 0.00158499, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.0630957, 0, 0, 0.0631042, 0.00398111, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.1, 0, 0, 0.0999903, 0.0100003, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 0.158489, 0.105701, 0.01117, 0.157997, 0.0249644, 0, 0, 1, 1, 1, 1, 1, 1, 
1.99054e-06, 0.00158489, 0.630957, 0.251189, 0.167509, 0.0280625, 0.250413, 0.0627079, 0, 0, 1, 1, 1, 1, 1, 1, 
1.99054e-06, 0.00158489, 0.630957, 0.398107, 0.266674, 0.0711095, 0.324958, 0.105605, 0.762083, 0.580607, 62, 3844, 0.113393, 0.0163388, 0.113683, 0.0163762, 
1.99054e-06, 0.00158489, 0.630957, 0.630957, 0.421466, 0.177657, 0.485139, 0.235346, 0.80431, 0.646991, 78, 6084, 0.100545, 0.0128306, 0.100919, 0.0129626, 
1.99054e-06, 0.00158489, 0.630957, 1, 0.666286, 0.443987, 0.803463, 0.645578, 0.774248, 0.599513, 66.3175, 4399.35, 0.109575, 0.0152278, 0.108895, 0.0150963, 
1.99054e-06, 0.00158489, 0.630957, 1.58489, 0, 0, 1.58495, 2.51175, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 2.51189, 0, 0, 2.51175, 6.30885, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 3.98107, 0, 0, 3.98078, 15.8489, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 6.30957, 0, 0, 6.30935, 39.8123, 0, 0, 0, 0, 0, 0, 0, 0, 
1.99054e-06, 0.00158489, 0.630957, 10, 0, 0, 10, 100, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.001, 0, 0, 0.00100004, 9.99967e-07, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.00158489, 0, 0, 0.00158499, 2.51214e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.00251189, 0, 0, 0.00251197, 6.30994e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.00398107, 0, 0, 0.00398111, 1.58493e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.00630957, 0, 0, 0.00630951, 3.9814e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.01, 0, 0, 0.0100003, 0.000100005, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.0158489, 0, 0, 0.015849, 0.0002512, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.0251189, 0, 0, 0.0251169, 0.000630891, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.0398107, 0, 0, 0.0398157, 0.00158499, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.0630957, 0, 0, 0.0631042, 0.00398111, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.1, 0, 0, 0.0999903, 0.0100003, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 0.158489, 0.106381, 0.0113414, 0.157998, 0.0249644, 0, 0, 1, 1, 1, 1, 1, 1, 
7.92447e-06, 0.00251189, 0.398107, 0.251189, 0.178464, 0.0326431, 0.25042, 0.0627082, 0, 0, 1, 1, 1, 1, 1, 1, 
7.92447e-06, 0.00251189, 0.398107, 0.398107, 0.268108, 0.0718907, 0.346292, 0.119933, 0.697903, 0.487237, 43.9091, 1933.9, 0.134344, 0.0229111, 0.135113, 0.0232058, 
7.92447e-06, 0.00251189, 0.398107, 0.630957, 0.423777, 0.179605, 0.538837, 0.290372, 0.719164, 0.517219, 49.2492, 2431.14, 0.126656, 0.0203404, 0.128516, 0.0209186, 
7.92447e-06, 0.00251189, 0.398107, 1, 0.665945, 0.443539, 0.831247, 0.691119, 0.745687, 0.556216, 56.9214, 3248.26, 0.117503, 0.0175825, 0.117766, 0.0176517, 
7.92447e-06, 0.00251189, 0.398107, 1.58489, 0, 0, 1.58495, 2.51175, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 2.51189, 0, 0, 2.51175, 6.30885, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 3.98107, 0, 0, 3.98078, 15.8489, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 6.30957, 0, 0, 6.30935, 39.8123, 0, 0, 0, 0, 0, 0, 0, 0, 
7.92447e-06, 0.00251189, 0.398107, 10, 0, 0, 10, 100, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.001, 0, 0, 0.00100004, 9.99967e-07, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.00158489, 0, 0, 0.00158499, 2.51214e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.00251189, 0, 0, 0.00251197, 6.30994e-06, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.00398107, 0, 0, 0.00398111, 1.58493e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.00630957, 0, 0, 0.00630951, 3.9814e-05, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.01, 0, 0, 0.0100003, 0.000100005, 0, 0, 0, 0, 0, 0, 0, 0, 
3.15479e-05, 0.00398107, 0.251189, 0.0158489, 0, 0, 0.015849, 0.0002512, 0, 0, 0, 0, 0, 0, 0, 0, 
