time,M=225,M=14400
3380,1.6266666666666667,1.9922916666666666
3390,1.4977777777777779,1.9315277777777777
3400,1.32,1.8541666666666667
3410,1.1511111111111112,1.7714583333333334
3420,1.0533333333333332,1.6823611111111112
3430,0.88,1.5890972222222222
3440,0.7555555555555555,1.4914583333333333
3450,0.6711111111111111,1.3847916666666666
3460,0.6088888888888889,1.2788194444444445
3470,0.5333333333333333,1.1684722222222221
3480,0.4533333333333333,1.0602083333333334
3490,0.35555555555555557,0.9585416666666666
3500,0.27555555555555555,0.8578472222222222
3510,0.19111111111111112,0.7647916666666666
3520,0.08444444444444445,0.6790277777777778
3530,0.017777777777777778,0.6010416666666667
3540,0.0,0.5284722222222222
3550,0.0,0.466875
3560,0.0,0.41729166666666667
3570,0.0,0.38180555555555556
3580,0.0,0.36659722222222224
3590,0.0,0.38756944444444447
3600,0.0,0.45805555555555555
3610,0.0,0.5979166666666667
3620,0.0,0.7990972222222222
3630,0.0,1.050625
3640,0.0,1.3142361111111112
3650,0.0,1.5495138888888889
3660,0.0,1.7315277777777778
3670,0.0,1.8539583333333334
3680,0.0,1.9211111111111112
3690,0.0,1.9572916666666667
3700,0.0,1.9778472222222223
3710,0.0,1.9959722222222223
3720,0.0,2.008888888888889
3730,0.0,2.0193055555555555
3740,0.0,2.0250694444444446
3750,0.0,2.0296527777777778
3760,0.0,2.031527777777778
3770,0.0,2.0322916666666666
3780,0.0,2.0325
3790,0.0,2.0327777777777776
3800,0.0,2.032638888888889
3810,0.0,2.0325694444444444
3820,0.0,2.0322916666666666
3830,0.0,2.027222222222222
3840,0.0,2.004375
3850,0.0,1.956388888888889
3860,0.0,1.8945138888888888
3870,0.0,1.8202083333333334
3880,0.0,1.7336805555555554
3890,0.0,1.6420833333333333
3900,0.0,1.5485416666666667
3910,0.0,1.4490277777777778
3920,0.0,1.3476388888888888
3930,0.0,1.2370138888888889
3940,0.0,1.1318055555555555
3950,0.0,1.0320138888888888
3960,0.0,0.9296527777777778
3970,0.0,0.8322222222222222
3980,0.0,0.7447222222222222
3990,0.0,0.6625
4000,0.0,0.5838888888888889
4010,0.0,0.5225
4020,0.0,0.47034722222222225
4030,0.0,0.4301388888888889
4040,0.0,0.4052777777777778
4050,0.0,0.4063888888888889
4060,0.0,0.44930555555555557
4070,0.0,0.5490972222222222
4080,0.0,0.7109722222222222
4090,0.0,0.9424305555555555
4100,0.0,1.2044444444444444
4110,0.0,1.468611111111111
4120,0.0,1.6921527777777778
4130,0.0,1.8500694444444445
4140,0.0,1.9372916666666666
4150,0.0,1.9814583333333333
4160,0.0,2.004166666666667
4170,0.0,2.017777777777778
4180,0.0,2.0269444444444447
4190,0.0,2.0347222222222223
4200,0.0,2.040277777777778
4210,0.0,2.044513888888889
4220,0.0,2.0474305555555556
4230,0.0,2.0484027777777776
4240,0.0,2.049166666666667
4250,0.0,2.0493055555555557
4260,0.0,2.049375
4270,0.0,2.049375
4280,0.0,2.0493055555555557
4290,0.0,2.0475
4300,0.0,2.03125
4310,0.0,1.9892361111111112
4320,0.0,1.9265277777777778
4330,0.0,1.8502083333333332
4340,0.0,1.7628472222222222
4350,0.0,1.6704166666666667
4360,0.0,1.5706944444444444
4370,0.0,1.4706944444444445
4380,0.0,1.3675
4390,0.0,1.2594444444444444
4400,0.0,1.1535416666666667
4410,0.0,1.0502083333333334
4420,0.0,0.9540972222222223
4430,0.0,0.8531944444444445
4440,0.0,0.7598611111111111
4450,0.0,0.6720138888888889
4460,0.0,0.5886805555555555
4470,0.0,0.5191666666666667
4480,0.0,0.45840277777777777
4490,0.0,0.4139583333333333
4500,0.0,0.3836805555555556
4510,0.0,0.37159722222222225
4520,0.0,0.39618055555555554
4530,0.0,0.4723611111111111
4540,0.0,0.6110416666666667
4550,0.0,0.8223611111111111
4560,0.0,1.0886805555555557
4570,0.0,1.3824305555555556
4580,0.0,1.6319444444444444
4590,0.0,1.8198611111111112
4600,0.0,1.9344444444444444
4610,0.0,1.9913194444444444
4620,0.0,2.021875
4630,0.0,2.0404166666666668
4640,0.0,2.055486111111111
4650,0.0,2.066388888888889
4660,0.0,2.0724305555555556
4670,0.0,2.0761805555555557
4680,0.0,2.077847222222222
4690,0.0,2.07875
4700,0.0,2.0788194444444446
4710,0.0,2.0788194444444446
4720,0.0,2.0788194444444446
4730,0.0,2.0788194444444446
4740,0.0,2.0788194444444446
4750,0.0,2.0770138888888887
4760,0.0,2.064861111111111
4770,0.0,2.0254166666666666
4780,0.0,1.9658333333333333
4790,0.0,1.89375
4800,0.0,1.8109027777777778
4810,0.0,1.7190277777777778
4820,0.0,1.6202083333333333
4830,0.0,1.5153472222222222
4840,0.0,1.40125
4850,0.0,1.2943055555555556
4860,0.0,1.1904166666666667
4870,0.0,1.0855555555555556
4880,0.0,0.9825
4890,0.0,0.8831944444444444
4900,0.0,0.7844444444444445
4910,0.0,0.6915277777777777
4920,0.0,0.6090277777777777
4930,0.0,0.531875
4940,0.0,0.4684027777777778
4950,0.0,0.41854166666666665
4960,0.0,0.3795138888888889
4970,0.0,0.3547222222222222
4980,0.0,0.3570833333333333
4990,0.0,0.4089583333333333
5000,0.0,0.5205555555555555
5010,0.0,0.6994444444444444
5020,0.0,0.9396527777777778
5030,0.0,1.2168055555555555
5040,0.0,1.4822916666666666
5050,0.0,1.6936111111111112
5060,0.0,1.8318055555555555
5070,0.0,1.9169444444444443
5080,0.0,1.9656944444444444
5090,0.0,1.9915972222222222
5100,0.0,2.011527777777778
5110,0.0,2.0243055555555554
5120,0.0,2.0355555555555553
5130,0.0,2.0424305555555557
5140,0.0,2.0469444444444442
5150,0.0,2.0493055555555557
5160,0.0,2.05
5170,0.0,2.0500694444444445
5180,0.0,2.0500694444444445
5190,0.0,2.0501388888888887
5200,0.0,2.0500694444444445
5210,0.0,2.0500694444444445
5220,0.0,2.0479861111111113
5230,0.0,2.0277083333333334
5240,0.0,1.9830555555555556
5250,0.0,1.9202777777777778
5260,0.0,1.846111111111111
5270,0.0,1.7688194444444445
5280,0.0,1.6808333333333334
5290,0.0,1.5866666666666667
5300,0.0,1.4891666666666667
5310,0.0,1.3897916666666668
5320,0.0,1.2834722222222221
5330,0.0,1.182013888888889
5340,0.0,1.0739583333333333
5350,0.0,0.9717361111111111
5360,0.0,0.8738888888888889
5370,0.0,0.7869444444444444
5380,0.0,0.7013194444444445
5390,0.0,0.6207638888888889
5400,0.0,0.5526388888888889
5410,0.0,0.49833333333333335
5420,0.0,0.4496527777777778
5430,0.0,0.4139583333333333
5440,0.0,0.4038888888888889
5450,0.0,0.4282638888888889
5460,0.0,0.5134027777777778
5470,0.0,0.6500694444444445
5480,0.0,0.8425694444444445
5490,0.0,1.0733333333333333
5500,0.0,1.3136805555555555
5510,0.0,1.530625
5520,0.0,1.7033333333333334
5530,0.0,1.8227777777777778
5540,0.0,1.8923611111111112
5550,0.0,1.9266666666666667
5560,0.0,1.9515277777777778
5570,0.0,1.9691666666666667
5580,0.0,1.9799305555555555
5590,0.0,1.9877777777777779
5600,0.0,1.9934722222222223
5610,0.0,1.996875
5620,0.0,1.9986111111111111
5630,0.0,1.9990972222222223
5640,0.0,1.9992361111111112
5650,0.0,1.9992361111111112
5660,0.0,1.9990277777777778
5670,0.0,1.9989583333333334
5680,0.0,1.998888888888889
5690,0.0,1.995
5700,0.0,1.9747916666666667
5710,0.0,1.9316666666666666
5720,0.0,1.8725
5730,0.0,1.8095833333333333
5740,0.0,1.7306944444444445
5750,0.0,1.6490277777777778
5760,0.0,1.5609027777777778
5770,0.0,1.4661805555555556
5780,0.0,1.3616666666666666
5790,0.0,1.261111111111111
5800,0.0,1.1592361111111111
5810,0.0,1.0534027777777777
5820,0.0,0.9580555555555555
5830,0.0,0.8710416666666667
5840,0.0,0.7820138888888889
5850,0.0,0.6986805555555555
5860,0.0,0.6275
5870,0.0,0.5657638888888888
5880,0.0,0.5170138888888889
5890,0.0,0.47638888888888886
5900,0.0,0.44881944444444444
5910,0.0,0.4434722222222222
5920,0.0,0.4816666666666667
5930,0.0,0.5738194444444444
5940,0.0,0.7513194444444444
5950,0.0,0.9697222222222223
5960,0.0,1.2306944444444445
5970,0.0,1.4847916666666667
5980,0.0,1.691111111111111
5990,0.0,1.846111111111111
6000,0.0,1.9306944444444445
6010,0.0,1.9736805555555557
6020,0.0,1.9935416666666668
6030,0.0,2.0049305555555557
6040,0.0,2.011597222222222
6050,0.0,2.017013888888889
6060,0.0,2.019791666666667
6070,0.0,2.02125
6080,0.0,2.0219444444444443
6090,0.0,2.022291666666667
6100,0.0,2.0225
6110,0.0,2.0225
6120,0.0,2.0225
6130,0.0,2.0225
6140,0.0,2.0225
6150,0.0,2.0204166666666667
6160,0.0,2.0034722222222223
6170,0.0,1.965486111111111
6180,0.0,1.9100694444444444
6190,0.0,1.8396527777777778
6200,0.0,1.7568055555555555
6210,0.0,1.6671527777777777
6220,0.0,1.5707638888888888
6230,0.0,1.4736111111111112
6240,0.0,1.368125
6250,0.0,1.2606944444444443
6260,0.0,1.1572916666666666
6270,0.0,1.0552777777777778
6280,0.0,0.9604166666666667
6290,0.0,0.8641666666666666
6300,0.0,0.7720833333333333
6310,0.0,0.6877777777777778
6320,0.0,0.6121527777777778
6330,0.0,0.5467361111111111
